Season,Matchday,Opponent,Minute,Player,Outcome,Distance,BodyPart,Notes,SCA1,SCA1Event,SCA2,SCA2Event
2019/20,5,Norwich,88,Rodri,Goal,25,Right Foot,,Gabriel Jesus,Pass (Live),Gabriel Jesus,Dribble
2019/20,5,Norwich,90,Oleksandr Zinchenko,Blocked,22,Left Foot,,Kevin De Bruyne,Pass (Live),Gabriel Jesus,Pass (Live)
2019/20,5,Norwich,90+2,Sergio Agüero,Saved,18,Right Foot,,Sergio Agüero,Dribble,Sergio Agüero,Dribble
2019/20,5,Norwich,90+3,Gabriel Jesus,Saved,17,Left Foot,,Gabriel Jesus,Dribble,Raheem Sterling,Pass (Live)
2019/20,5,Norwich,90+4,Raheem Sterling,Saved,11,Right Foot,,Rodri,Pass (Live),Rodri,Dribble
2019/20,6,Watford,1,David Silva,Goal,4,Left Foot,"Open goal, Volley",Kevin De Bruyne,Pass (Live),Riyad Mahrez,Pass (Live)
2019/20,6,Watford,7,Sergio Agüero (pen),Goal,12,Right Foot,,Riyad Mahrez,Fouled,Kevin De Bruyne,Pass (Live)
2019/20,6,Watford,12,Riyad Mahrez,Goal,18,Left Foot,"Free kick, Deflected",Riyad Mahrez,Fouled,Riyad Mahrez,Dribble
2019/20,6,Watford,15,Nicolás Otamendi,Blocked,8,Head,,Kevin De Bruyne,Pass (Dead),,
2019/20,6,Watford,15,Bernardo Silva,Goal,5,Head,Diving header,Nicolás Otamendi,Shot,,
2019/20,6,Watford,18,Nicolás Otamendi,Goal,2,Right Foot,Open goal,Sergio Agüero,Pass (Live),David Silva,Pass (Dead)
2019/20,6,Watford,25,Sergio Agüero,Off Target,17,Right Foot,Lob,Kevin De Bruyne,Pass (Live),David Silva,Pass (Live)
2019/20,6,Watford,27,Sergio Agüero,Woodwork,10,Right Foot,,Kevin De Bruyne,Pass (Live),Riyad Mahrez,Pass (Live)
2019/20,6,Watford,28,Kevin De Bruyne,Off Target,17,Left Foot,,Riyad Mahrez,Pass (Live),,
2019/20,6,Watford,30,David Silva,Blocked,18,Left Foot,,Sergio Agüero,Pass (Live),Kyle Walker,Pass (Live)
2019/20,6,Watford,44,Sergio Agüero,Saved,5,Head,,Kevin De Bruyne,Pass (Live),Bernardo Silva,Pass (Live)
2019/20,6,Watford,44,Bernardo Silva,Off Target,9,Head,,Riyad Mahrez,Pass (Live),Rodri,Pass (Live)
2019/20,6,Watford,45+2,Riyad Mahrez,Saved,18,Left Foot,Deflected,,,,
2019/20,6,Watford,46,Kyle Walker,Off Target,35,Right Foot,,Rodri,Pass (Live),Sergio Agüero,Pass (Live)
2019/20,6,Watford,48,Sergio Agüero,Wayward,4,Right Foot,Volley,Bernardo Silva,Pass (Live),,
2019/20,6,Watford,48,Bernardo Silva,Goal,7,Left Foot,,Bernardo Silva,Dribble,David Silva,Pass (Live)
2019/20,6,Watford,54,Kevin De Bruyne,Off Target,29,Right Foot,Free kick,David Silva,Fouled,David Silva,Dribble
2019/20,6,Watford,57,Sergio Agüero,Off Target,8,Head,,Riyad Mahrez,Pass (Live),David Silva,Pass (Live)
2019/20,6,Watford,58,Sergio Agüero,Off Target,6,Right Foot,Half volley,Angeliño,Pass (Live),David Silva,Pass (Live)
2019/20,6,Watford,60,Bernardo Silva,Goal,3,Left Foot,,Kevin De Bruyne,Pass (Live),Riyad Mahrez,Pass (Live)
2019/20,6,Watford,62,David Silva,Off Target,15,Left Foot,,Bernardo Silva,Pass (Live),Angeliño,Pass (Live)
2019/20,6,Watford,66,Riyad Mahrez,Woodwork,9,Head,,Angeliño,Pass (Live),David Silva,Pass (Live)
2019/20,6,Watford,77,Rodri,Off Target,26,Left Foot,,,,,
2019/20,6,Watford,81,Rodri,Saved,24,Right Foot,,Bernardo Silva,Pass (Live),Kevin De Bruyne,Pass (Dead)
2019/20,6,Watford,85,Kevin De Bruyne,Goal,20,Right Foot,,Riyad Mahrez,Pass (Live),Sergio Agüero,Pass (Live)
2019/20,6,Watford,88,Kevin De Bruyne,Off Target,14,Right Foot,,Kevin De Bruyne,Dribble,Kevin De Bruyne,Dribble
2019/20,6,Watford,90+2,Riyad Mahrez,Blocked,22,Left Foot,,David Silva,Pass (Live),Riyad Mahrez,Pass (Live)
2019/20,6,Watford,90+3,Bernardo Silva,Saved,19,Left Foot,,Kevin De Bruyne,Pass (Live),João Cancelo,Pass (Live)
2019/20,7,Everton,1,Riyad Mahrez,Saved,28,Left Foot,,Riyad Mahrez,Dribble,Nicolás Otamendi,Pass (Live)
2019/20,7,Everton,12,İlkay Gündoğan,Woodwork,4,Left Foot,Open goal,Riyad Mahrez,Pass (Live),,
2019/20,7,Everton,12,Riyad Mahrez,Saved,7,Right Foot,,Kevin De Bruyne,Pass (Live),Nicolás Otamendi,Pass (Live)
2019/20,7,Everton,24,Gabriel Jesus,Goal,6,Head,Diving header,Kevin De Bruyne,Pass (Live),Riyad Mahrez,Pass (Live)
2019/20,7,Everton,29,Riyad Mahrez,Saved,14,Right Foot,,Raheem Sterling,Pass (Live),Kevin De Bruyne,Pass (Live)
2019/20,7,Everton,33,Riyad Mahrez,Saved,18,Left Foot,,Raheem Sterling,Pass (Live),Riyad Mahrez,Pass (Live)
2019/20,7,Everton,36,Gabriel Jesus,Off Target,8,Head,,Oleksandr Zinchenko,Pass (Live),İlkay Gündoğan,Pass (Live)
2019/20,7,Everton,38,Kevin De Bruyne,Blocked,24,Right Foot,,Rodri,Pass (Live),,
2019/20,7,Everton,44,Gabriel Jesus,Off Target,15,Left Foot,,Riyad Mahrez,Pass (Live),Riyad Mahrez,Dribble
2019/20,7,Everton,45+3,Gabriel Jesus,Blocked,7,Head,,Raheem Sterling,Pass (Live),Kevin De Bruyne,Pass (Live)
2019/20,7,Everton,45+4,İlkay Gündoğan,Saved,22,Right Foot,,Rodri,Pass (Live),Kyle Walker,Pass (Live)
2019/20,7,Everton,47,İlkay Gündoğan,Blocked,10,Right Foot,,Raheem Sterling,Pass (Live),Kevin De Bruyne,Pass (Live)
2019/20,7,Everton,49,Kevin De Bruyne,Off Target,8,Right Foot,,Kevin De Bruyne,Dribble,Riyad Mahrez,Pass (Live)
2019/20,7,Everton,60,Raheem Sterling,Off Target,11,Right Foot,,Riyad Mahrez,Pass (Live),,
2019/20,7,Everton,69,Raheem Sterling,Blocked,17,Right Foot,,,,,
2019/20,7,Everton,69,Raheem Sterling,Saved,9,Other,,Kyle Walker,Pass (Live),Kevin De Bruyne,Pass (Live)
2019/20,7,Everton,71,Riyad Mahrez,Goal,27,Left Foot,Free kick,Kevin De Bruyne,Fouled,Kyle Walker,Pass (Live)
2019/20,7,Everton,74,Sergio Agüero,Off Target,25,Right Foot,,Sergio Agüero,Dribble,Fernandinho,Pass (Live)
2019/20,7,Everton,84,Sergio Agüero,Saved,9,Right Foot,,Riyad Mahrez,Dribble,Sergio Agüero,Pass (Live)
2019/20,7,Everton,84,Raheem Sterling,Goal,6,Left Foot,Volley,Sergio Agüero,Shot,,
2019/20,8,Wolves,9,Riyad Mahrez,Saved,26,Left Foot,,Kyle Walker,Pass (Live),John Stones,Pass (Live)
2019/20,8,Wolves,15,David Silva,Off Target,20,Left Foot,,Riyad Mahrez,Pass (Live),David Silva,Pass (Live)
2019/20,8,Wolves,19,Riyad Mahrez,Blocked,16,Right Foot,,Kevin De Bruyne,Pass (Live),Gabriel Jesus,Pass (Live)
2019/20,8,Wolves,21,Riyad Mahrez,Off Target,11,Left Foot,,Riyad Mahrez,Dribble,Kevin De Bruyne,Pass (Live)
2019/20,8,Wolves,25,Gabriel Jesus,Goal,5,Left Foot,Half volley,Kyle Walker,Pass (Live),Riyad Mahrez,Pass (Live)
2019/20,8,Wolves,28,David Silva,Off Target,8,Left Foot,Volley,Kevin De Bruyne,Pass (Live),Kyle Walker,Pass (Live)
2019/20,8,Wolves,38,Kevin De Bruyne,Saved,18,Right Foot,,David Silva,Pass (Live),Kevin De Bruyne,Pass (Live)
2019/20,8,Wolves,45+1,Gabriel Jesus,Saved,19,Right Foot,Half volley,,,,
2019/20,8,Wolves,50,Raheem Sterling,Saved,11,Head,,Oleksandr Zinchenko,Pass (Live),David Silva,Pass (Live)
2019/20,8,Wolves,51,Raheem Sterling,Goal,13,Left Foot,,Kevin De Bruyne,Pass (Live),Riyad Mahrez,Pass (Live)
2019/20,8,Wolves,57,Oleksandr Zinchenko,Off Target,23,Left Foot,,David Silva,Pass (Live),Kevin De Bruyne,Pass (Live)
2019/20,8,Wolves,75,Raheem Sterling,Goal,8,Right Foot,Lob,Riyad Mahrez,Pass (Live),Raheem Sterling,Pass (Live)
2019/20,8,Wolves,86,Sergio Agüero (pen),Goal,12,Right Foot,,Riyad Mahrez,Fouled,,
2019/20,8,Wolves,90+2,Raheem Sterling,Goal,13,Right Foot,,Riyad Mahrez,Pass (Live),,
2019/20,9,Crystal Palace,5,Gabriel Jesus,Off Target,6,Head,,Kevin De Bruyne,Pass (Live),Bernardo Silva,Pass (Live)
2019/20,9,Crystal Palace,7,David Silva,Saved,19,Left Foot,,Bernardo Silva,Pass (Live),,
2019/20,9,Crystal Palace,8,Gabriel Jesus,Blocked,6,Head,,João Cancelo,Pass (Live),David Silva,Pass (Live)
2019/20,9,Crystal Palace,16,Bernardo Silva,Saved,20,Left Foot,,Rodri,Pass (Live),,
2019/20,9,Crystal Palace,16,Gabriel Jesus,Off Target,2,Head,,Bernardo Silva,Shot,,
2019/20,9,Crystal Palace,21,İlkay Gündoğan,Saved,27,Right Foot,Deflected,Raheem Sterling,Pass (Live),Fernandinho,Pass (Live)
2019/20,9,Crystal Palace,26,João Cancelo,Saved,28,Right Foot,,Bernardo Silva,Pass (Live),İlkay Gündoğan,Pass (Live)
2019/20,9,Crystal Palace,34,Gabriel Jesus,Wayward,16,Head,,İlkay Gündoğan,Pass (Live),Raheem Sterling,Pass (Live)
2019/20,9,Crystal Palace,39,Gabriel Jesus,Goal,8,Head,Diving header,Bernardo Silva,Pass (Live),Fernandinho,Pass (Live)
2019/20,9,Crystal Palace,41,David Silva,Goal,10,Left Foot,Volley,Raheem Sterling,Pass (Live),Benjamin Mendy,Pass (Live)
2019/20,9,Crystal Palace,52,Raheem Sterling,Off Target,17,Right Foot,,Gabriel Jesus,Pass (Live),Gabriel Jesus,Dribble
2019/20,9,Crystal Palace,54,İlkay Gündoğan,Blocked,27,Right Foot,,Kevin De Bruyne,Pass (Live),,
2019/20,9,Crystal Palace,55,Raheem Sterling,Off Target,15,Left Foot,,Raheem Sterling,Dribble,David Silva,Pass (Live)
2019/20,9,Crystal Palace,68,Gabriel Jesus,Saved,15,Left Foot,,João Cancelo,Pass (Live),Gabriel Jesus,Pass (Live)
2019/20,9,Crystal Palace,72,Gabriel Jesus,Wayward,7,Head,,Raheem Sterling,Pass (Live),Kevin De Bruyne,Pass (Live)
2019/20,9,Crystal Palace,73,Bernardo Silva,Saved,14,Right Foot,,Gabriel Jesus,Shot,,
2019/20,9,Crystal Palace,76,Gabriel Jesus,Saved,8,Right Foot,,Gabriel Jesus,Dribble,Raheem Sterling,Pass (Live)
2019/20,9,Crystal Palace,79,Raheem Sterling,Wayward,9,Left Foot,,David Silva,Pass (Live),Kevin De Bruyne,Pass (Live)
2019/20,9,Crystal Palace,81,Kevin De Bruyne,Woodwork,5,Head,,İlkay Gündoğan,Pass (Live),İlkay Gündoğan,Dribble
2019/20,9,Crystal Palace,85,João Cancelo,Blocked,17,Left Foot,,João Cancelo,Dribble,İlkay Gündoğan,Pass (Live)
2019/20,9,Crystal Palace,87,Raheem Sterling,Off Target,10,Right Foot,,João Cancelo,Pass (Live),Bernardo Silva,Pass (Live
2019/20,10,Aston Villa,5,İlkay Gündoğan,Blocked,18,Right Foot,,David Silva,Pass (Live),David Silva,Dribble
2019/20,10,Aston Villa,5,Gabriel Jesus,Off Target,8,Right Foot,,İlkay Gündoğan,Shot,,
2019/20,10,Aston Villa,7,Fernandinho,Off Target,8,Head,,Kevin De Bruyne,Pass (Dead),,
2019/20,10,Aston Villa,10,Kevin De Bruyne,Off Target,30,Right Foot,,,,,
2019/20,10,Aston Villa,13,Raheem Sterling,Blocked,18,Right Foot,,Kevin De Bruyne,Pass (Live),Bernardo Silva,Pass (Live)
2019/20,10,Aston Villa,19,Raheem Sterling,Blocked,12,Right Foot,,İlkay Gündoğan,Pass (Live),João Cancelo,Pass (Live)
2019/20,10,Aston Villa,20,Benjamin Mendy,Blocked,23,Left Foot,,Bernardo Silva,Pass (Live),Bernardo Silva,Dribble
2019/20,10,Aston Villa,21,João Cancelo,Saved,28,Left Foot,,Bernardo Silva,Pass (Live),Fernandinho,Pass (Live)
2019/20,10,Aston Villa,25,John Stones,Saved,6,Head,,Kevin De Bruyne,Pass (Dead),Raheem Sterling,Pass (Live)
2019/20,10,Aston Villa,38,Raheem Sterling,Off Target,9,Head,,İlkay Gündoğan,Pass (Live),Benjamin Mendy,Pass (Live)
2019/20,10,Aston Villa,43,David Silva,Off Target,10,Left Foot,,Raheem Sterling,Pass (Live),İlkay Gündoğan,Pass (Live)
2019/20,10,Aston Villa,46,Raheem Sterling,Goal,11,Left Foot,,Gabriel Jesus,Pass (Live),Ederson,Pass (Live)
2019/20,10,Aston Villa,49,Gabriel Jesus,Saved,13,Left Foot,,Raheem Sterling,Pass (Live),İlkay Gündoğan,Pass (Live)
2019/20,10,Aston Villa,53,Benjamin Mendy,Blocked,12,Left Foot,,Benjamin Mendy,Dribble,David Silva,Pass (Live)
2019/20,10,Aston Villa,55,Gabriel Jesus,Saved,15,Right Foot,,Raheem Sterling,Pass (Live),,
2019/20,10,Aston Villa,60,Kevin De Bruyne,Off Target,21,Left Foot,,Gabriel Jesus,Pass (Live),Kevin De Bruyne,Pass (Live)
2019/20,10,Aston Villa,65,David Silva,Goal,10,Right Foot,,Kevin De Bruyne,Pass (Live),Benjamin Mendy,Pass (Live)
2019/20,10,Aston Villa,70,Fernandinho,Saved,9,Right Foot,,Kevin De Bruyne,Pass (Dead),,
2019/20,10,Aston Villa,70,Bernardo Silva,Wayward,3,Left Foot,Open goal,Fernandinho,Shot,,
2019/20,10,Aston Villa,70,İlkay Gündoğan,Goal,14,Right Foot,Half volley,,,,
2019/20,10,Aston Villa,82,Bernardo Silva,Blocked,14,Left Foot,,Phil Foden,Pass (Live),Gabriel Jesus,Pass (Live)
2019/20,10,Aston Villa,83,Phil Foden,Saved,21,Left Foot,,Bernardo Silva,Pass (Live),João Cancelo,Pass (Live)
2019/20,10,Aston Villa,86,David Silva,Blocked,17,Left Foot,,David Silva,Dribble,Bernardo Silva,Pass (Live)
2019/20,10,Aston Villa,87,Phil Foden,Saved,16,Left Foot,,Gabriel Jesus,Pass (Live),İlkay Gündoğan,Pass (Live)
2019/20,10,Aston Villa,87,Fernandinho,Blocked,8,Right Foot,Half volley,Phil Foden,Pass (Dead),Phil Foden,Shot
2019/20,10,Aston Villa,90+2,Gabriel Jesus,Woodwork,23,Right Foot,Lob,Phil Foden,Pass (Live),,
2019/20,11,Southampton,2,Sergio Agüero,Off Target,11,Head,,Angeliño,Pass (Live),Fernandinho,Pass (Live)
2019/20,11,Southampton,5,İlkay Gündoğan,Off Target,22,Left Foot,Volley,,,,
2019/20,11,Southampton,11,Kevin De Bruyne,Blocked,17,Right Foot,,,,,
2019/20,11,Southampton,19,Kevin De Bruyne,Blocked,27,Right Foot,Free kick,Bernardo Silva,Fouled,,
2019/20,11,Southampton,22,İlkay Gündoğan,Blocked,22,Right Foot,,Raheem Sterling,Pass (Live),İlkay Gündoğan,Pass (Live)
2019/20,11,Southampton,24,David Silva,Blocked,24,Left Foot,,İlkay Gündoğan,Pass (Live),Kevin De Bruyne,Pass (Live)
2019/20,11,Southampton,25,İlkay Gündoğan,Blocked,17,Right Foot,,,,,
2019/20,11,Southampton,26,Kevin De Bruyne,Blocked,18,Left Foot,,,,,
2019/20,11,Southampton,27,David Silva,Blocked,12,Left Foot,Volley,Kevin De Bruyne,Pass (Live),İlkay Gündoğan,Pass (Live)
2019/20,11,Southampton,29,David Silva,Blocked,8,Head,,Kevin De Bruyne,Pass (Dead),David Silva,Pass (Live)
2019/20,11,Southampton,29,İlkay Gündoğan,Blocked,25,Right Foot,,David Silva,Shot,,
2019/20,11,Southampton,36,Sergio Agüero,Blocked,15,Right Foot,Half volley,Raheem Sterling,Pass (Live),,
2019/20,11,Southampton,39,John Stones,Off Target,6,Head,,İlkay Gündoğan,Pass (Live),Kevin De Bruyne,Pass (Dead)
2019/20,11,Southampton,45+1,David Silva,Blocked,8,Left Foot,Volley,,,,
2019/20,11,Southampton,57,Sergio Agüero,Blocked,25,Right Foot,,Sergio Agüero,Dribble,Kevin De Bruyne,Pass (Live)
2019/20,11,Southampton,65,İlkay Gündoğan,Blocked,20,Left Foot,,,,,
2019/20,11,Southampton,65,Raheem Sterling,Wayward,14,Right Foot,,Gabriel Jesus,Pass (Live),Kevin De Bruyne,Pass (Live)
2019/20,11,Southampton,67,Sergio Agüero,Off Target,7,Head,,Bernardo Silva,Pass (Live),Kevin De Bruyne,Pass (Live)
2019/20,11,Southampton,70,Sergio Agüero,Goal,9,Right Foot,,Kyle Walker,Pass (Live),Kevin De Bruyne,Pass (Live)
2019/20,11,Southampton,78,Bernardo Silva,Saved,14,Right Foot,,Raheem Sterling,Pass (Live),Raheem Sterling,Dribble
2019/20,11,Southampton,80,Kevin De Bruyne,Off Target,17,Right Foot,,İlkay Gündoğan,Pass (Live),Bernardo Silva,Pass (Dead)
2019/20,11,Southampton,83,Sergio Agüero,Blocked,10,Right Foot,,Raheem Sterling,Pass (Live),Kevin De Bruyne,Pass (Live)
2019/20,11,Southampton,83,Sergio Agüero,Blocked,6,Right Foot,,,,,
2019/20,11,Southampton,83,İlkay Gündoğan,Blocked,21,Left Foot,,,,,
2019/20,11,Southampton,86,Kyle Walker,Goal,9,Left Foot,Half volley,Phil Foden,Pass (Live),İlkay Gündoğan,Pass (Live)
2019/20,11,Southampton,90+1,Gabriel Jesus,Saved,9,Right Foot,,Kevin De Bruyne,Pass (Live),İlkay Gündoğan,Pass (Live
2019/20,12,Liverpool,2,Kyle Walker,Blocked,22,Right Foot,,,,,
2019/20,12,Liverpool,5,John Stones,Wayward,5,Head,,Kevin De Bruyne,Pass (Dead),,
2019/20,12,Liverpool,9,Raheem Sterling,Off Target,8,Head,,Kevin De Bruyne,Pass (Dead),Raheem Sterling,Fouled
2019/20,12,Liverpool,24,İlkay Gündoğan,Wayward,21,Left Foot,Volley,,,,
2019/20,12,Liverpool,25,Sergio Agüero,Saved,16,Right Foot,,Sergio Agüero,Dribble,Angeliño,Pass (Live)
2019/20,12,Liverpool,29,Angeliño,Blocked,11,Left Foot,,Angeliño,Dribble,Kevin De Bruyne,Pass (Live)
2019/20,12,Liverpool,39,Kyle Walker,Off Target,29,Right Foot,,İlkay Gündoğan,Pass (Live),Rodri,Pass (Live)
2019/20,12,Liverpool,42,Sergio Agüero,Off Target,17,Left Foot,,Kevin De Bruyne,Pass (Live),Fernandinho,Pass (Live)
2019/20,12,Liverpool,45+2,Sergio Agüero,Saved,17,Right Foot,,Raheem Sterling,Pass (Live),Raheem Sterling,Dribble
2019/20,12,Liverpool,48,Kevin De Bruyne,Blocked,19,Right Foot,,Bernardo Silva,Pass (Live),Kevin De Bruyne,Pass (Dead)
2019/20,12,Liverpool,48,İlkay Gündoğan,Blocked,22,Right Foot,,Kevin De Bruyne,Shot,,
2019/20,12,Liverpool,53,Raheem Sterling,Blocked,17,Right Foot,,Raheem Sterling,Dribble,Raheem Sterling,Dribble
2019/20,12,Liverpool,59,Kevin De Bruyne,Blocked,22,Right Foot,,İlkay Gündoğan,Pass (Live),Rodri,Pass (Live)
2019/20,12,Liverpool,77,Raheem Sterling,Blocked,17,Left Foot,,İlkay Gündoğan,Pass (Live),Angeliño,Pass (Live)
2019/20,12,Liverpool,78,Kyle Walker,Blocked,21,Right Foot,Half volley,Raheem Sterling,Shot,,
2019/20,12,Liverpool,78,Bernardo Silva,Goal,16,Left Foot,,Raheem Sterling,Pass (Live),,
2019/20,12,Liverpool,83,Raheem Sterling,Blocked,21,Right Foot,,Angeliño,Pass (Live),İlkay Gündoğan,Pass (Live)
2019/20,12,Liverpool,86,Kyle Walker,Off Target,3,Head,Open goal,Angeliño,Pass (Live),Rodri,Pass (Live)
2019/20,13,Chelsea,4,Kevin De Bruyne,Off Target,11,Right Foot,,Sergio Agüero,Pass (Live),Fernandinho,Pass (Live)
2019/20,13,Chelsea,12,Riyad Mahrez,Blocked,18,Left Foot,,,,,
2019/20,13,Chelsea,24,John Stones,Off Target,13,Head,,Kevin De Bruyne,Pass (Dead),,
2019/20,13,Chelsea,29,Kevin De Bruyne,Goal,18,Left Foot,Deflected,Kevin De Bruyne,Dribble,,
2019/20,13,Chelsea,33,Sergio Agüero,Blocked,12,Right Foot,,Kevin De Bruyne,Pass (Live),John Stones,Pass (Live)
2019/20,13,Chelsea,36,Kevin De Bruyne,Off Target,21,Left Foot,,Riyad Mahrez,Pass (Live),Kevin De Bruyne,Pass (Live)
2019/20,13,Chelsea,37,Riyad Mahrez,Goal,19,Left Foot,,Riyad Mahrez,Dribble,Rodri,Pass (Live)
2019/20,13,Chelsea,43,Sergio Agüero,Woodwork,20,Right Foot,,,,,
2019/20,13,Chelsea,44,João Cancelo,Off Target,22,Right Foot,,Kevin De Bruyne,Pass (Live),Raheem Sterling,Pass (Live)
2019/20,13,Chelsea,49,Riyad Mahrez,Off Target,21,Left Foot,,David Silva,Pass (Live),John Stones,Pass (Live)
2019/20,13,Chelsea,57,Riyad Mahrez,Blocked,24,Left Foot,,İlkay Gündoğan,Pass (Live),Riyad Mahrez,Pass (Live)
2019/20,13,Chelsea,65,Fernandinho,Blocked,5,Right Foot,Volley,Sergio Agüero,Pass (Live),,
2019/20,13,Chelsea,65,Riyad Mahrez,Saved,12,Right Foot,,Fernandinho,Shot,,
2019/20,13,Chelsea,72,Phil Foden,Saved,22,Left Foot,,,,,
2019/20,13,Chelsea,77,Phil Foden,Off Target,21,Left Foot,,Raheem Sterling,Fouled,,
2019/20,14,Newcastle,14,John Stones,Off Target,9,Head,,Kevin De Bruyne,Pass (Dead),Kyle Walker,Pass (Live)
2019/20,14,Newcastle,18,Raheem Sterling,Blocked,17,Right Foot,,,,,
2019/20,14,Newcastle,18,Fernandinho,Off Target,10,Head,,Kevin De Bruyne,Pass (Dead),Raheem Sterling,Shot
2019/20,14,Newcastle,22,Raheem Sterling,Goal,13,Right Foot,,David Silva,Pass (Live),,
2019/20,14,Newcastle,31,David Silva,Blocked,21,Left Foot,,,,,
2019/20,14,Newcastle,33,Raheem Sterling,Saved,20,Right Foot,,Benjamin Mendy,Pass (Live),David Silva,Pass (Live)
2019/20,14,Newcastle,35,Gabriel Jesus,Saved,11,Right Foot,Volley,Raheem Sterling,Pass (Live),İlkay Gündoğan,Pass (Live)
2019/20,14,Newcastle,40,Kyle Walker,Blocked,27,Right Foot,,Kevin De Bruyne,Pass (Live),İlkay Gündoğan,Pass (Live)
2019/20,14,Newcastle,45+2,Kevin De Bruyne,Blocked,20,Right Foot,,Raheem Sterling,Pass (Live),David Silva,Pass (Live)
2019/20,14,Newcastle,51,Gabriel Jesus,Blocked,6,Left Foot,,Kevin De Bruyne,Pass (Live),Riyad Mahrez,Pass (Live)
2019/20,14,Newcastle,52,Benjamin Mendy,Blocked,28,Left Foot,,Kyle Walker,Pass (Live),Fernandinho,Pass (Live)
2019/20,14,Newcastle,55,Kevin De Bruyne,Off Target,26,Right Foot,,David Silva,Pass (Live),Riyad Mahrez,Pass (Live)
2019/20,14,Newcastle,58,Gabriel Jesus,Off Target,2,Head,,David Silva,Pass (Live),,
2019/20,14,Newcastle,65,Gabriel Jesus,Blocked,12,Left Foot,,Kevin De Bruyne,Pass (Live),Raheem Sterling,Pass (Live)
2019/20,14,Newcastle,68,Gabriel Jesus,Saved,8,Left Foot,,David Silva,Pass (Live),Kevin De Bruyne,Pass (Live)
2019/20,14,Newcastle,68,Kevin De Bruyne,Saved,10,Left Foot,,Gabriel Jesus,Shot,,
2019/20,14,Newcastle,68,David Silva,Off Target,8,Head,,Kevin De Bruyne,Pass (Dead),Kevin De Bruyne,Shot
2019/20,14,Newcastle,72,İlkay Gündoğan,Blocked,23,Right Foot,,Gabriel Jesus,Pass (Live),Benjamin Mendy,Pass (Live)
2019/20,14,Newcastle,72,Bernardo Silva,Off Target,15,Left Foot,,İlkay Gündoğan,Pass (Live),İlkay Gündoğan,Shot
2019/20,14,Newcastle,77,Kevin De Bruyne,Blocked,24,Left Foot,,Phil Foden,Pass (Live),Kyle Walker,Pass (Live)
2019/20,14,Newcastle,79,Kevin De Bruyne,Off Target,25,Left Foot,,İlkay Gündoğan,Pass (Live),Gabriel Jesus,Pass (Live)
2019/20,14,Newcastle,82,Kevin De Bruyne,Goal,23,Right Foot,Half volley,,,,
2019/20,14,Newcastle,86,Fernandinho,Off Target,17,Left Foot,Volley,,,,
2019/20,14,Newcastle,90+2,Raheem Sterling,Saved,5,Right Foot,Volley,Kevin De Bruyne,Pass (Live),Phil Foden,Pass (Live)
2019/20,15,Burnley,6,Angeliño,Wayward,23,Left Foot,Volley,Kevin De Bruyne,Pass (Dead),Kevin De Bruyne,Pass (Live)
2019/20,15,Burnley,10,Bernardo Silva,Blocked,19,Left Foot,,David Silva,Pass (Live),Rodri,Pass (Live)
2019/20,15,Burnley,12,Kevin De Bruyne,Saved,25,Left Foot,,Kevin De Bruyne,Fouled,David Silva,Pass (Live)
2019/20,15,Burnley,18,Raheem Sterling,Blocked,13,Right Foot,,Raheem Sterling,Dribble,Angeliño,Pass (Live)
2019/20,15,Burnley,24,Gabriel Jesus,Goal,18,Right Foot,,David Silva,Pass (Live),Raheem Sterling,Pass (Live)
2019/20,15,Burnley,32,Raheem Sterling,Saved,4,Right Foot,,Kevin De Bruyne,Pass (Live),Bernardo Silva,Pass (Live)
2019/20,15,Burnley,36,Kevin De Bruyne,Saved,24,Left Foot,Deflected,David Silva,Pass (Live),Bernardo Silva,Pass (Live)
2019/20,15,Burnley,43,Bernardo Silva,Saved,12,Left Foot,,Kevin De Bruyne,Pass (Live),Gabriel Jesus,Pass (Live)
2019/20,15,Burnley,50,Gabriel Jesus,Goal,7,Right Foot,Volley,Bernardo Silva,Pass (Live),Kevin De Bruyne,Pass (Live)
2019/20,15,Burnley,53,Gabriel Jesus,Off Target,7,Right Foot,,Angeliño,Pass (Live),Rodri,Pass (Live)
2019/20,15,Burnley,57,Kyle Walker,Blocked,24,Right Foot,,Bernardo Silva,Pass (Live),Raheem Sterling,Pass (Live)
2019/20,15,Burnley,58,Kevin De Bruyne,Off Target,25,Right Foot,,Angeliño,Pass (Live),Raheem Sterling,Pass (Live)
2019/20,15,Burnley,66,Raheem Sterling,Blocked,12,Right Foot,,Kevin De Bruyne,Pass (Live),Angeliño,Pass (Live)
2019/20,15,Burnley,68,David Silva,Blocked,16,Left Foot,,,,,
2019/20,15,Burnley,68,Rodri,Goal,21,Right Foot,Half volley,David Silva,Shot,,
2019/20,15,Burnley,85,Angeliño,Off Target,19,Left Foot,,Riyad Mahrez,Pass (Live),Phil Foden,Pass (Live)
2019/20,15,Burnley,87,Riyad Mahrez,Goal,19,Right Foot,,Bernardo Silva,Pass (Live),,
2019/20,16,Man Utd,3,Kevin De Bruyne,Blocked,13,Left Foot,,Raheem Sterling,Pass (Live),Kevin De Bruyne,Pass (Live)
2019/20,16,Man Utd,7,David Silva,Blocked,9,Left Foot,,Raheem Sterling,Pass (Live),Raheem Sterling,Dribble
2019/20,16,Man Utd,7,Kevin De Bruyne,Off Target,16,Right Foot,,Bernardo Silva,Pass (Live),David Silva,Shot
